,year,geoid,pollutant,emissions,vmt,sourcehours,vehicles,starts,idlehours,hoteld,hotelb,hotelo,by,sourcetype,regclass,fueltype,roadtype,table
1569,2035.0,5097,98.0,65165.26484828499,164036568.980245,3397251.5687639294,13349.8199730219,14597413.523605566,0.0,0.0,0.0,0.0,16,,,,,d05097
1570,2040.0,5097,98.0,65457.12680614,169524343.179434,3512374.7860732004,13601.116828405,14998163.78584602,0.0,0.0,0.0,0.0,16,,,,,d05097
1571,2045.0,5097,98.0,66944.18420999999,175552199.57999998,3638551.5618,13919.110566999998,15487743.1278,0.0,0.0,0.0,0.0,16,,,,,d05097
1572,2050.0,5097,98.0,69313.71419,181725809.49,3767622.3833,14225.403125,15983800.4513,0.0,0.0,0.0,0.0,16,,,,,d05097
1573,2055.0,5097,98.0,72061.71965,187751994.7,3893721.701,14502.928154,16457010.089000002,0.0,0.0,0.0,0.0,16,,,,,d05097
1574,2060.0,5097,98.0,75123.98642999999,194063958.98,4025950.0431999993,14798.409397,16967428.895699997,0.0,0.0,0.0,0.0,16,,,,,d05097
1575,2020.0,5099,98.0,176972.71513377002,295208475.21789294,5129312.438415799,22866.00866869,31506607.9814476,142197.491,10667.159,0.0,38216.0604,16,,,,,d05099
1576,2025.0,5099,98.0,165509.60758526702,304009717.73178095,5282564.750767503,23611.122269147,32692034.1555209,122591.4653,28405.23,6226.923000000001,39305.828830000006,16,,,,,d05099
1577,2030.0,5099,98.0,155760.82655975403,314601444.2776339,5467028.386168462,24178.120030289003,33666721.189477496,101704.734413,46442.03999999999,13859.373,40501.5836034,16,,,,,d05099
1578,2035.0,5099,98.0,150371.745510813,323146727.90562993,5616068.93290206,24655.5567523318,34561382.584718116,88292.51425431999,58713.36,20047.56,41763.33106358,16,,,,,d05099
1579,2040.0,5099,98.0,150822.75647500006,334515521.819393,5814313.865786101,25146.139719472,35510165.6400708,83125.69,65939.90000000001,23846.426,43228.0,16,,,,,d05099
1580,2045.0,5099,98.0,154123.77900000004,346802014.93999994,6028531.1483,25765.431145,36669372.8431,82071.98,70501.48,26088.539,44665.47,16,,,,,d05099
1581,2050.0,5099,98.0,159463.72590999992,359335720.43,6247124.533399999,26360.82418,37843870.8738,83357.92,73659.07999999999,27511.263,46132.12,16,,,,,d05099
1582,2055.0,5099,98.0,165671.08870000002,371612872.6,6461403.973100002,26901.565478,38964195.1808,85652.28,76116.74,28522.936,47572.92,16,,,,,d05099
1583,2060.0,5099,98.0,172579.66787,384506685.93,6686550.089899999,27477.650571,40172739.4527,88330.28,78515.75,29443.394,49072.36,16,,,,,d05099
1584,2020.0,5101,98.0,47384.36361596099,93451528.123528,1934199.6442626,7705.325590015001,8270307.7379107,0.0,0.0,0.0,0.0,16,,,,,d05101
1585,2025.0,5101,98.0,44260.54785074699,96160373.229235,1990372.45228872,7955.4712723887005,8581475.037279572,0.0,0.0,0.0,0.0,16,,,,,d05101
1586,2030.0,5101,98.0,41836.14729214,99431938.701554,2058520.37778525,8142.593689840399,8837310.57809275,0.0,0.0,0.0,0.0,16,,,,,d05101
1587,2035.0,5101,98.0,40499.56577441,101947278.443102,2111362.70096842,8296.7914233488,9072157.266377725,0.0,0.0,0.0,0.0,16,,,,,d05101
1588,2040.0,5101,98.0,40681.067644610994,105357850.525732,2182906.9178699004,8452.976917496,9321219.0484647,0.0,0.0,0.0,0.0,16,,,,,d05101
1589,2045.0,5101,98.0,41605.292579999994,109104075.3,2261328.7265000003,8650.604142,9625494.9888,0.0,0.0,0.0,0.0,16,,,,,d05101
1590,2050.0,5101,98.0,43077.79751,112941025.45,2341539.8790999996,8840.961109,9933795.7475,0.0,0.0,0.0,0.0,16,,,,,d05101
1591,2055.0,5101,98.0,44785.59548,116686232.53,2419918.572699999,9013.435905,10227876.815,0.0,0.0,0.0,0.0,16,,,,,d05101
1592,2060.0,5101,98.0,46688.80991000001,120609025.35,2502090.6376,9197.079684,10545110.6026,0.0,0.0,0.0,0.0,16,,,,,d05101
1593,2020.0,5103,98.0,170122.39599275502,334334580.32505,8459637.0762517,27835.877690957997,31866140.3269986,0.0,0.0,0.0,0.0,16,,,,,d05103
1594,2025.0,5103,98.0,158556.42185360708,343901291.378612,8700178.194741499,28741.566747791996,33065063.5171723,0.0,0.0,0.0,0.0,16,,,,,d05103
1595,2030.0,5103,98.0,149839.34239691496,355725908.553578,9002558.89809006,29429.153450708,34050907.79192711,0.0,0.0,0.0,0.0,16,,,,,d05103
1596,2035.0,5103,98.0,145081.51169025488,365017058.88055,9244400.737178652,30010.0675010809,34955718.11279337,0.0,0.0,0.0,0.0,16,,,,,d05103
1597,2040.0,5103,98.0,145809.94643293903,377668850.25061095,9574145.0344509,30609.493521912,35915404.1202549,0.0,0.0,0.0,0.0,16,,,,,d05103
1598,2045.0,5103,98.0,149180.63857000004,391457279.431,9931441.466,31354.028713,37087823.316800006,0.0,0.0,0.0,0.0,16,,,,,d05103
1599,2050.0,5103,98.0,154421.62907,405310714.836,10286565.6544,32057.490415,38275678.6647,0.0,0.0,0.0,0.0,16,,,,,d05103
1600,2055.0,5103,98.0,160471.00014000002,418743628.995,10629955.5269,32689.580199,39408861.5339,0.0,0.0,0.0,0.0,16,,,,,d05103
1601,2060.0,5103,98.0,167213.70398,432817485.803,10989992.3144,33360.843807,40631167.083,0.0,0.0,0.0,0.0,16,,,,,d05103
1602,2020.0,5105,98.0,69974.4,138003366.5,2856299.6,11378.7,12213073.1,0.0,0.0,0.0,0.0,16,,,,,d05105
1603,2025.0,5105,98.0,65361.2,142003615.4,2939253.2,11748.1,12672580.7,0.0,0.0,0.0,0.0,16,,,,,d05105
1604,2030.0,5105,98.0,61780.9,146834836.1,3039894.0,12024.5,13050402.9,0.0,0.0,0.0,0.0,16,,,,,d05105
1605,2035.0,5105,98.0,59807.4,150549317.6,3117936.9,12252.2,13397200.4,0.0,0.0,0.0,0.0,16,,,,,d05105
1606,2040.0,5105,98.0,60075.2,155585863.0,3223580.9,12482.8,13764995.8,0.0,0.0,0.0,0.0,16,,,,,d05105
1607,2045.0,5105,98.0,61440.0,161118159.9,3339390.7,12774.7,14214335.4,0.0,0.0,0.0,0.0,16,,,,,d05105
1608,2050.0,5105,98.0,63614.7,166784224.3,3457840.4,13055.8,14669606.6,0.0,0.0,0.0,0.0,16,,,,,d05105
1609,2055.0,5105,98.0,66136.8,172314797.4,3573583.0,13310.5,15103893.2,0.0,0.0,0.0,0.0,16,,,,,d05105
1610,2060.0,5105,98.0,68947.0,178107896.8,3694928.0,13581.7,15572353.5,0.0,0.0,0.0,0.0,16,,,,,d05105
1611,2020.0,5107,98.0,113489.866283845,222704712.78016105,6069935.879249302,18617.808722101,21869852.506714597,0.0,0.0,0.0,0.0,16,,,,,d05107
1612,2025.0,5107,98.0,105675.54637731602,229042091.18046403,6241349.552347609,19224.183472126,22692697.7996893,0.0,0.0,0.0,0.0,16,,,,,d05107
1613,2030.0,5107,98.0,99856.57581285702,236952936.38011205,6459305.516980878,19687.29351413,23369239.068053897,0.0,0.0,0.0,0.0,16,,,,,d05107
1614,2035.0,5107,98.0,96694.03789654162,243224028.2464838,6635303.211921763,20082.535210069705,23990237.860573985,0.0,0.0,0.0,0.0,16,,,,,d05107
1615,2040.0,5107,98.0,97201.503326927,251779044.191189,6875790.10901261,20493.300902622,24648903.7474862,0.0,0.0,0.0,0.0,16,,,,,d05107
1616,2045.0,5107,98.0,99465.03388,261071352.884,7135477.643300001,20999.880801,25453492.6605,0.0,0.0,0.0,0.0,16,,,,,d05107
1617,2050.0,5107,98.0,102948.66497000004,270335724.202,7391265.268300002,21474.693308,26268735.7244,0.0,0.0,0.0,0.0,16,,,,,d05107
1618,2055.0,5107,98.0,106960.94547999997,279293579.697,7637780.584900002,21899.997996,27046426.2681,0.0,0.0,0.0,0.0,16,,,,,d05107
1619,2060.0,5107,98.0,111433.55802,288678617.8230001,7896281.200599999,22351.19464,27885297.917000003,0.0,0.0,0.0,0.0,16,,,,,d05107
1620,2020.0,5109,98.0,77862.52596765,153560530.116091,3178297.276049,12661.469367097998,13589865.1032229,0.0,0.0,0.0,0.0,16,,,,,d05109
1621,2025.0,5109,98.0,72729.34077667998,158011817.820682,3270598.5927809,13072.521083313,14101174.854810402,0.0,0.0,0.0,0.0,16,,,,,d05109
1622,2030.0,5109,98.0,68745.637106727,163387671.038389,3382581.18420584,13379.9979202213,14521567.28946389,0.0,0.0,0.0,0.0,16,,,,,d05109
1623,2035.0,5109,98.0,66549.36329222101,167520963.293271,3469418.6632770305,13633.369493122502,14907467.163965974,0.0,0.0,0.0,0.0,16,,,,,d05109
1624,2040.0,5109,98.0,66847.44706416,173125161.975395,3586975.2863793,13890.028522304,15316742.77166162,0.0,0.0,0.0,0.0,16,,,,,d05109
1625,2045.0,5109,98.0,68366.22839999999,179281133.0,3715836.6155,14214.770631,15816713.816899998,0.0,0.0,0.0,0.0,16,,,,,d05109
1626,2050.0,5109,98.0,70786.06867,185585875.38,3847649.3047,14527.567556999998,16323315.3771,0.0,0.0,0.0,0.0,16,,,,,d05109
1627,2055.0,5109,98.0,73592.31084,191740020.16,3976436.662,14810.981779,16806569.343900003,0.0,0.0,0.0,0.0,16,,,,,d05109
1628,2060.0,5109,98.0,76719.53247,198186056.72,4111454.082200001,15112.738075,17327842.5102,0.0,0.0,0.0,0.0,16,,,,,d05109
1629,2020.0,5111,98.0,231379.70076124283,414367422.8280526,8337128.480871299,33113.099298739,42177929.75822099,113107.815,8484.951,0.0,30398.116400000003,16,,,,,d05111
1630,2025.0,5111,98.0,216144.18404587868,426520578.3507639,8580723.090561941,34191.330782238,43764907.88496269,97512.2998,22594.367,4953.072,31264.987440000004,16,,,,,d05111
1631,2030.0,5111,98.0,203752.01229349637,441292444.0959072,8879308.786811324,35010.43153285,45069625.8111949,80898.850551,36941.38,11024.076,32216.1026377,16,,,,,d05111
1632,2035.0,5111,98.0,196930.37224766743,453063281.66590005,9118647.223153308,35700.0341884428,46267350.587390944,70230.313384,46702.33,15946.461,33219.780846001,16,,,,,d05111
1633,2040.0,5111,98.0,197673.4390756458,468873191.2333088,9440807.048392722,36409.299820839,47537493.9892318,66120.57,52450.48,18968.119,34384.82,16,,,,,d05111
1634,2045.0,5111,98.0,202092.33559900007,486028516.6118002,9789769.60027,37299.156212,49089273.889,65282.369999999995,56078.93,20751.519,35528.254,16,,,,,d05111
1635,2050.0,5111,98.0,209139.51330300013,503436240.3501001,10142103.604760004,38148.85533499999,50661584.081,66305.34,58590.59,21883.318000000003,36694.812,16,,,,,d05111
1636,2055.0,5111,98.0,217310.58506099985,520421486.2353999,10485477.733320007,38917.68093,52161396.317,68130.18999999999,60545.469999999994,22687.963,37840.858,16,,,,,d05111
1637,2060.0,5111,98.0,226410.50870899987,538242192.2119999,10845894.007920006,39735.826746,53779292.595000006,70260.38,62453.65,23420.092,39033.553,16,,,,,d05111
1638,2020.0,5113,98.0,118555.6802822,233158555.22443503,5682273.834854598,19374.194832864,21901325.9697814,0.0,0.0,0.0,0.0,16,,,,,d05113
1639,2025.0,5113,98.0,110544.807170048,239847764.01482895,5844427.866384251,20004.322896856,22725346.795983903,0.0,0.0,0.0,0.0,16,,,,,d05113
1640,2030.0,5113,98.0,104471.71593475598,248077136.6991811,6047037.91712212,20481.261171564,23402864.415976506,0.0,0.0,0.0,0.0,16,,,,,d05113
1641,2035.0,5113,98.0,101150.30792372311,254515382.7638088,6208231.596170163,20882.2660240148,24024766.326417334,0.0,0.0,0.0,0.0,16,,,,,d05113
1642,2040.0,5113,98.0,101647.113988807,263275129.735821,6427777.35572729,21294.545390109994,24684356.465617903,0.0,0.0,0.0,0.0,16,,,,,d05113
1643,2045.0,5113,98.0,103988.709564,272835605.77500004,6666133.154400001,21808.505562,25490103.9229,0.0,0.0,0.0,0.0,16,,,,,d05113
1644,2050.0,5113,98.0,107647.63772900004,282479246.134,6904168.3299,22295.85335,26306598.9418,0.0,0.0,0.0,0.0,16,,,,,d05113
1645,2055.0,5113,98.0,111874.824735,291842607.042,7134745.8601,22734.548863999997,27085360.320899997,0.0,0.0,0.0,0.0,16,,,,,d05113
1646,2060.0,5113,98.0,116586.44022,301651324.65599996,7376504.1639,23200.683812,27925389.1839,0.0,0.0,0.0,0.0,16,,,,,d05113
1647,2020.0,5115,98.0,444737.9,814450124.7,20553752.0,66311.5,93194371.6,201822.2,15140.0,0.0,54240.4,16,,,,,d05115
1648,2025.0,5115,98.0,414260.2,837879309.9,21137652.7,68480.4,96700842.0,173994.3,40315.9,8837.9,55787.2,16,,,,,d05115
1649,2030.0,5115,98.0,390517.3,867408044.7,21886194.8,70165.9,99583752.8,144350.4,65915.7,19670.7,57484.3,16,,,,,d05115
1650,2035.0,5115,98.0,377638.3,891680069.4,22506078.9,71639.4,102230149.7,125314.6,83332.5,28453.7,59275.2,16,,,,,d05115
1651,2040.0,5115,98.0,379416.7,924525512.1,23349157.6,73195.1,105036675.2,117981.0,93589.1,33845.5,61353.9,16,,,,,d05115
1652,2045.0,5115,98.0,388154.5,959768411.1,24251639.8,75094.5,108465391.3,116485.6,100063.5,37027.7,63394.2,16,,,,,d05115
1653,2050.0,5115,98.0,401593.3,994515931.4,25132142.5,76857.0,111939427.9,118310.2,104545.5,39047.1,65475.8,16,,,,,d05115
1654,2055.0,5115,98.0,417064.4,1028079659.2,25979190.3,78432.0,115253326.7,121567.2,108033.4,40482.8,67520.8,16,,,,,d05115
1655,2060.0,5115,98.0,434302.2,1063306471.8,26868278.8,80101.6,118828060.2,125367.9,111437.9,41789.4,69648.9,16,,,,,d05115
1656,2020.0,5117,98.0,287158.32861238986,471624624.57093304,8035458.384274202,36291.256324136,51207885.669609405,250244.612,18772.441,0.0,67254.1655,16,,,,,d05117
1657,2025.0,5117,98.0,268586.0196379901,485724621.99015594,8276371.826537798,37474.378561112,53134622.21185229,215740.9246,49988.7,10958.427,69171.89110000001,16,,,,,d05117
1658,2030.0,5117,98.0,252672.54482480607,502687444.089002,8566081.77783213,38376.407286108006,54718760.11189981,178984.377333,81730.66,24390.162,71276.1743334,16,,,,,d05117
1659,2035.0,5117,98.0,243873.37524287897,516436585.2095,8801249.634092921,39137.671426616,56172782.47240885,155380.38748692,103326.07,35280.58,73496.76187172999,16,,,,,d05117
1660,2040.0,5117,98.0,244574.27699959,534695736.412495,9113485.2835571,39920.901512182,57714998.5996718,146287.87,116043.15,41965.939999999995,76074.36,16,,,,,d05117
1661,2045.0,5117,98.0,249909.47382000016,554398417.0699999,9450277.819599995,40909.6072,59598958.307,144433.69,124070.8,45911.56,78604.06000000001,16,,,,,d05117
1662,2050.0,5117,98.0,258552.39228999996,574489399.81,9793862.880600004,41859.523382,61507906.489,146696.48,129627.86,48415.43,81185.09,16,,,,,d05117
1663,2055.0,5117,98.0,268600.85731999995,594175726.4000001,10130790.355900005,42722.833945,63328782.77,150734.68,133952.96,50195.67,83720.78,16,,,,,d05117
1664,2060.0,5117,98.0,279783.76975000004,614856287.8000002,10484885.9532,43642.614228000006,65292980.257999994,155447.07,138175.51,51815.69,86359.42000000001,16,,,,,d05117
1665,2020.0,5119,98.0,2610729.2370401467,5193843848.490808,145043073.3306353,435385.96489324,669177133.095899,726667.547,54512.09,0.0,195294.822,16,,,,,d05119
1666,2025.0,5119,98.0,2424169.99781619,5339928752.709089,149092726.91060963,449698.93950265,694354625.123374,626474.378,145158.68,31821.370000000003,200864.0046,16,,,,,d05119
1667,2030.0,5119,98.0,2287488.3416584707,5531451927.408225,154437690.70915574,461056.18344998,715055800.9089761,519740.19571,237332.49,70825.17,206974.213928,16,,,,,d05119
1668,2035.0,5119,98.0,2214846.95399787,5693084007.6422415,158947830.25591463,471318.640963335,734057105.5993329,451199.7217407,300041.73,102448.84,213422.73543519,16,,,,,d05119
1669,2040.0,5119,98.0,2228670.199635818,5913913817.109091,165123455.24124324,482392.04448499,754210805.636466,424796.2,336971.36,121861.94,220907.64,16,,,,,d05119
1670,2045.0,5119,98.0,2282347.1263900003,6148686301.698999,171691152.2882,495589.67064,778829047.3799999,419411.3,360281.99,133320.17,228253.12,16,,,,,d05119
1671,2050.0,5119,98.0,2361315.1892399997,6373593212.154999,177966652.8951,507521.92119,803775225.67,425982.5,376418.82,140590.32,235747.91,16,,,,,d05119
1672,2055.0,5119,98.0,2451405.163230003,6588509971.360001,183955439.44180012,518061.77123,827570546.79,437706.4,388978.0,145760.08,243111.38,16,,,,,d05119
1673,2060.0,5119,98.0,2551859.465199999,6814120642.569999,190242244.5326999,529191.86861,853238627.04,451392.2,401238.06,150464.4,250773.66,16,,,,,d05119
1674,2020.0,5121,98.0,116446.43442914798,228896109.480052,5728170.610860768,19046.190160442,21722543.2938217,0.0,0.0,0.0,0.0,16,,,,,d05121
1675,2025.0,5121,98.0,108544.339201496,235450979.817756,5891221.698258281,19665.842941093,22539850.4853355,0.0,0.0,0.0,0.0,16,,,,,d05121
1676,2030.0,5121,98.0,102577.918915197,243541572.1095833,6095822.802484102,20135.817284205,23211833.116534702,0.0,0.0,0.0,0.0,16,,,,,d05121
1677,2035.0,5121,98.0,99319.61170544662,249890304.31248528,6259212.186421198,20532.342743160203,23828670.266740017,0.0,0.0,0.0,0.0,16,,,,,d05121
1678,2040.0,5121,98.0,99814.902013781,258534005.84983897,6481929.4443605,20941.038991495996,24482858.0465445,0.0,0.0,0.0,0.0,16,,,,,d05121
1679,2045.0,5121,98.0,102119.98427499997,267957196.766,6723376.0143,21449.255316,25281998.910899997,0.0,0.0,0.0,0.0,16,,,,,d05121
1680,2050.0,5121,98.0,105709.414079,277436782.079,6963688.8662,21929.863018,26091845.454399996,0.0,0.0,0.0,0.0,16,,,,,d05121
1681,2055.0,5121,98.0,109853.37888,286632267.511,7196182.0209,22362.013681,26864209.3011,0.0,0.0,0.0,0.0,16,,,,,d05121
1682,2060.0,5121,98.0,114472.50836000002,296265513.136,7439948.785699999,22821.008503,27697492.011900004,0.0,0.0,0.0,0.0,16,,,,,d05121
1683,2020.0,5123,98.0,581820.9,940289116.1,16787960.0,72040.3,108840495.4,564272.8,42329.8,0.0,151650.8,16,,,,,d05123
1684,2025.0,5123,98.0,543874.2,968367976.4,17287602.7,74393.9,112935533.4,486470.9,112719.2,24709.9,155974.8,16,,,,,d05123
1685,2030.0,5123,98.0,511359.7,1002506396.1,17899351.5,76207.7,116302602.0,403589.6,184293.5,54997.2,160719.5,16,,,,,d05123
1686,2035.0,5123,98.0,493443.0,1030646082.5,18406067.2,77763.4,119393185.6,350366.3,232989.1,79553.7,165726.7,16,,,,,d05123
1687,2040.0,5123,98.0,494891.4,1068008507.4,19080435.2,79382.6,122671028.9,329863.3,261665.0,94628.4,171538.8,16,,,,,d05123
1688,2045.0,5123,98.0,505725.1,1108084231.0,19802597.6,81406.0,126675332.6,325681.8,279767.2,103525.8,177243.0,16,,,,,d05123
1689,2050.0,5123,98.0,523135.7,1148556027.2,20527877.6,83330.8,130732549.8,330784.3,292297.3,109171.9,183063.6,16,,,,,d05123
1690,2055.0,5123,98.0,543343.0,1188110288.2,21235440.2,85073.7,134602942.0,339888.7,302049.6,113185.2,188780.6,16,,,,,d05123
1691,2060.0,5123,98.0,565830.5,1229685565.8,21979268.2,86928.2,138777783.9,350516.1,311569.4,116839.0,194731.4,16,,,,,d05123
1692,2020.0,5125,98.0,633953.4305188191,1230908177.9111843,31152026.720917013,101919.26123996,147539427.078807,198628.201,14900.405,0.0,53382.077699999994,16,,,,,d05125
1693,2025.0,5125,98.0,589834.1052852243,1265962277.020215,32031834.223355416,105259.819761509,153090553.015708,171241.1556,39677.87,8698.062,54904.2389,16,,,,,d05125
1694,2030.0,5125,98.0,556507.809099963,1310842254.6792002,33171117.46528313,107874.49482832,157654678.8816921,142065.869503,64872.52,19359.382,56574.4648758,16,,,,,d05125
1695,2035.0,5125,98.0,538588.3882996639,1348005209.8741753,34119362.66038213,110187.821873051,161844126.94777066,123330.81594263,82013.62000000001,28003.415999999997,58337.04148566,16,,,,,d05125
1696,2040.0,5125,98.0,541547.37887553,1398559872.973424,35412971.94276299,112649.7862972,166287476.00972098,116114.38,92107.94,33309.844000000005,60383.02,16,,,,,d05125
1697,2045.0,5125,98.0,554301.6244999999,1452659438.2499993,36795242.2568,115626.43393,171715471.986,114642.22,98479.84,36441.74,62390.899999999994,16,,,,,d05125
1698,2050.0,5125,98.0,573555.61998,1505405365.7,38134410.61499999,118360.401,177215364.114,116438.6,102890.45,38429.066999999995,64439.51,16,,,,,d05125
1699,2055.0,5125,98.0,595640.5483000001,1556126348.4800005,39419226.267899975,120792.33292,182461771.88,119643.1,106323.45,39842.175,66452.21,16,,,,,d05125
1700,2060.0,5125,98.0,620256.5895099996,1609364875.0999997,40767902.34020001,123366.43374,188121132.674,123384.04,109675.04,41127.914,68546.62000000001,16,,,,,d05125
1701,2020.0,5127,98.0,91399.9,180258689.2,3730878.0,14862.8,15952602.1,0.0,0.0,0.0,0.0,16,,,,,d05127
1702,2025.0,5127,98.0,85374.2,185483797.8,3839227.6,15345.3,16552802.1,0.0,0.0,0.0,0.0,16,,,,,d05127
1703,2030.0,5127,98.0,80697.6,191794408.3,3970686.3,15706.2,17046300.0,0.0,0.0,0.0,0.0,16,,,,,d05127
1704,2035.0,5127,98.0,78119.8,196646152.9,4072604.8,16003.7,17499282.8,0.0,0.0,0.0,0.0,16,,,,,d05127
1705,2040.0,5127,98.0,78469.8,203224780.3,4210602.1,16304.9,17979718.6,0.0,0.0,0.0,0.0,16,,,,,d05127
1706,2045.0,5127,98.0,80252.4,210450993.5,4361872.7,16686.2,18566614.6,0.0,0.0,0.0,0.0,16,,,,,d05127
1707,2050.0,5127,98.0,83092.9,217851752.8,4516599.6,17053.3,19161289.7,0.0,0.0,0.0,0.0,16,,,,,d05127
1708,2055.0,5127,98.0,86386.9,225075891.7,4667782.7,17386.0,19728550.1,0.0,0.0,0.0,0.0,16,,,,,d05127
1709,2060.0,5127,98.0,90058.1,232642692.8,4826286.4,17740.2,20340453.4,0.0,0.0,0.0,0.0,16,,,,,d05127
1710,2020.0,5129,98.0,80712.24935426,159180549.86853,3294620.5079403003,13124.844537637,14087211.4575654,0.0,0.0,0.0,0.0,16,,,,,d05129
1711,2025.0,5129,98.0,75391.08973718998,163794492.489931,3390295.8371277,13550.941775034,14617236.032184402,0.0,0.0,0.0,0.0,16,,,,,d05129
1712,2030.0,5129,98.0,71261.49211535,169367183.583463,3506381.49882425,13869.6658607056,15053031.05541386,0.0,0.0,0.0,0.0,16,,,,,d05129
1713,2035.0,5129,98.0,68984.875203797,173651682.07766,3596391.1079293303,14132.317142924698,15453037.990464063,0.0,0.0,0.0,0.0,16,,,,,d05129
1714,2040.0,5129,98.0,69293.94180445,179461024.924824,3718250.872194,14398.345904674,15877282.40274825,0.0,0.0,0.0,0.0,16,,,,,d05129
1715,2045.0,5129,98.0,70868.20836,185842361.4,3851834.8035,14734.984086000002,16395560.6582,0.0,0.0,0.0,0.0,16,,,,,d05129
1716,2050.0,5129,98.0,73376.63037999999,192377708.86,3988462.3377,15059.234433999998,16920692.964,0.0,0.0,0.0,0.0,16,,,,,d05129
1717,2055.0,5129,98.0,76285.64392000002,198757154.98,4121961.6687,15353.009718999998,17421628.976,0.0,0.0,0.0,0.0,16,,,,,d05129
1718,2060.0,5129,98.0,79527.40582,205438958.17,4261927.221999999,15665.808813,17961980.418500002,0.0,0.0,0.0,0.0,16,,,,,d05129
1719,2020.0,5131,98.0,647231.35053424,1273326165.6471996,40138796.85759131,107482.43837112,144973774.64983702,52829.713800000005,3963.099,0.0,14198.1839,16,,,,,d05131
1720,2025.0,5131,98.0,600961.1438578711,1309003765.428091,41255514.619463354,111000.112859103,150428442.227345,45545.4995,10553.247,2313.4494999999997,14603.08338,16,,,,,d05131
1721,2030.0,5131,98.0,567531.5360077367,1355181434.1548784,42718330.38657095,113752.790637774,154913171.7787836,37785.7596599,17254.399,5149.0779999999995,15047.317915,16,,,,,d05131
1722,2035.0,5131,98.0,549650.61944754,1393196955.2851684,43932988.98154284,116192.553287149,159029807.980586,32802.80158058,21813.396,7448.161,15516.107395145,16,,,,,d05131
1723,2040.0,5131,98.0,552976.7278421703,1445270778.1452966,45599221.50278429,118793.97823525,163395804.1684261,30883.233999999997,24498.247,8859.524,16060.251,16,,,,,d05131
1724,2045.0,5131,98.0,566191.0235499998,1501085827.62,47380932.34319999,121924.28477,168729515.33,30491.717999999997,26193.019,9692.52,16594.312,16,,,,,d05131
1725,2050.0,5131,98.0,585819.6224700002,1555161006.59,49095854.5583,124781.07021,174133789.069,30969.473,27366.175,10221.111,17139.192,16,,,,,d05131
1726,2055.0,5131,98.0,608258.2685300004,1606951114.52,50734927.901900016,127311.82458,179289045.515,31821.904,28279.185,10596.925,17674.503,16,,,,,d05131
1727,2060.0,5131,98.0,633283.0569200001,1661254227.66,52454344.82299998,129987.20342,184849900.049,32816.776,29170.523,10938.959,18231.565,16,,,,,d05131
1728,2020.0,5133,98.0,123199.06553565196,242442736.61645097,5709471.74888882,20110.884701009996,22478932.6388312,0.0,0.0,0.0,0.0,16,,,,,d05133
1729,2025.0,5133,98.0,114919.61480631598,249414399.7341982,5872980.16929832,20764.712795578,23324688.0513055,0.0,0.0,0.0,0.0,16,,,,,d05133
1730,2030.0,5133,98.0,108610.384023591,257956100.061036,6076079.49410888,21258.301931712,24020069.196648,0.0,0.0,0.0,0.0,16,,,,,d05133
1731,2035.0,5133,98.0,105153.6571060564,264612763.66000825,6236892.952513574,21671.468667493,24658385.74428341,0.0,0.0,0.0,0.0,16,,,,,d05133
1732,2040.0,5133,98.0,105660.04508080396,273663165.07916397,6455628.255647659,22094.925060456004,25335350.233351205,0.0,0.0,0.0,0.0,16,,,,,d05133
1733,2045.0,5133,98.0,108086.434522,283554917.685,6693544.984800001,22624.497463,26162326.5582,0.0,0.0,0.0,0.0,16,,,,,d05133
1734,2050.0,5133,98.0,111894.6937,293566029.95199996,6932246.820099998,23128.365317,27000323.6306,0.0,0.0,0.0,0.0,16,,,,,d05133
1735,2055.0,5133,98.0,116297.93137000003,303297747.68299997,7163871.3446,23582.586182,27799632.2177,0.0,0.0,0.0,0.0,16,,,,,d05133
1736,2060.0,5133,98.0,121205.710735,313492381.59300005,7406719.797300002,24065.413347,28661853.593599997,0.0,0.0,0.0,0.0,16,,,,,d05133
1737,2020.0,5135,98.0,118338.31620424,233387393.67306,4830496.5013427,19243.367748762,20654360.2264497,0.0,0.0,0.0,0.0,16,,,,,d05135
1738,2025.0,5135,98.0,110536.9128228,240152207.180055,4970775.0062343,19868.107372893,21431477.9502428,0.0,0.0,0.0,0.0,16,,,,,d05135
1739,2030.0,5135,98.0,104482.02368931,248322857.607739,5140975.674480299,20335.420349301003,22070420.990704603,0.0,0.0,0.0,0.0,16,,,,,d05135
1740,2035.0,5135,98.0,101144.29573832298,254603965.212635,5272943.260200491,20720.5023209601,22656922.4059738,0.0,0.0,0.0,0.0,16,,,,,d05135
1741,2040.0,5135,98.0,101597.33678022,263121554.6734,5451616.3416612,21110.567791414,23278934.389409,0.0,0.0,0.0,0.0,16,,,,,d05135
1742,2045.0,5135,98.0,103905.41911,272477645.1,5647464.3343,21604.133419,24038834.3093,0.0,0.0,0.0,0.0,16,,,,,d05135
1743,2050.0,5135,98.0,107582.94607,282060234.83,5847787.1375,22079.526362,24808740.208899997,0.0,0.0,0.0,0.0,16,,,,,d05135
1744,2055.0,5135,98.0,111848.3809,291413111.14,6043536.100799999,22510.261389000003,25543258.9385,0.0,0.0,0.0,0.0,16,,,,,d05135
1745,2060.0,5135,98.0,116601.22594999998,301210727.84000003,6248757.281,22968.898792999997,26335492.4641,0.0,0.0,0.0,0.0,16,,,,,d05135
